GO ID	GO name	Genes in GO	Children of GO	Parents of GO
GO:0017003	protein-heme linkage	ccmE,ccmC,	GO:0045328,GO:0046805,GO:0018186,GO:0018063,GO:0018182,GO:0018174,	GO:0017006,
GO:0018063	cytochrome c-heme linkage	ccmF,ccmE,	GO:0018379,GO:0018378,	GO:0017003,GO:0017004,
GO:0006217	deoxycytidine catabolic process	cdd,		GO:0046092,GO:0046127,
GO:0009972	cytidine deamination	cdd,		GO:0006216,
GO:1902201	negative regulation of bacterial-type flagellum-dependent cell motility	glgS,cdgI,ybjN,dgcN,dgcJ,ydiV,dgcQ,		GO:1902021,GO:2000146,
GO:0046342	CDP-diacylglycerol catabolic process	cdh,		GO:0046341,GO:0046475,
GO:0006655	phosphatidylglycerol biosynthetic process	pgsA,ynbB,pgpB,pgpC,pgpA,cdsA,	GO:0032049,	GO:0046471,GO:0046474,
GO:0016024	CDP-diacylglycerol biosynthetic process	plsC,ynbB,plsB,cdsA,		GO:0046341,GO:0046474,
GO:0051302	regulation of cell division	slmA,cedA,zapC,dicB,minC,fic,minE,	GO:0051782,GO:0009786,GO:0003427,GO:0010590,GO:0007116,GO:0051781,GO:0044863,GO:2000035,GO:0032465,GO:0010482,	GO:0050794,
GO:0030258	lipid modification	lpp,cfa,	GO:0034440,GO:0034433,GO:0030259,GO:0034208,GO:0046839,GO:0034207,GO:0046834,GO:0002933,	GO:0044255,
GO:0006813	potassium ion transport	kdpB,kdpA,yidE,kefG,kefB,kdpC,trkG,kefC,cvrA,chaA,ybjL,trkA,ybaL,trkH,kup,kdpF,kch,mscK,yfbS,kefF,	GO:0071804,	GO:0015672,GO:0030001,
GO:0006883	cellular sodium ion homeostasis	nhaA,nhaB,chaA,		GO:0030004,GO:0006875,GO:0055078,
GO:0030007	cellular potassium ion homeostasis	chaA,	GO:0097301,	GO:0030004,GO:0006875,GO:0055075,
GO:0035725	sodium ion transmembrane transport	nhaA,mdtM,nhaB,chaA,yrbG,mdfA,melB,	GO:0071436,GO:0097369,	GO:0098662,GO:0006814,
GO:0071805	potassium ion transmembrane transport	trkA,kdpB,kdpA,trkH,kup,kefB,kdpC,trkG,kdpF,mdtM,cvrA,kefC,chaA,mdfA,sapD,	GO:0071435,GO:1990573,GO:0010163,GO:0010107,	GO:0098662,GO:0071804,
GO:0071973	bacterial-type flagellum-dependent cell motility	fliG,frdC,fliC,flgK,fliJ,fliM,frdA,motA,fliI,flgL,fliS,fliH,cheY,ycgR,fliK,flgJ,fliE,uspE,fliF,flgA,flgF,flgG,chaC,frdB,fliD,flgE,flgB,fdrA,fliT,flgI,fliL,fliN,flgC,flgH,	GO:0071977,GO:0071978,	GO:0097588,
GO:0051260	protein homooligomerization	chbA,cutA,cpoB,lysP,yidC,dcuS,uvrD,	GO:0051289,GO:0070207,	GO:0051259,
GO:1902815	N,N'-diacetylchitobiose import	chbA,chbB,chbC,		GO:1901264,
GO:0052777	diacetylchitobiose catabolic process	chbG,chbF,	GO:0052776,	GO:0052778,GO:0052782,
GO:0006032	chitin catabolic process	chbG,chiA,	GO:0006039,GO:0006036,	GO:0006030,GO:1901072,GO:0006026,
GO:0031400	negative regulation of protein modification process	cheA,	GO:1903060,GO:0031057,GO:1903321,GO:1904286,GO:1900723,GO:1901874,GO:1901984,GO:1903345,GO:2000540,GO:0035308,GO:0060051,GO:0001933,GO:1902083,GO:1904428,GO:1904807,GO:0010734,	GO:0032269,GO:0031399,
GO:0035307	positive regulation of protein dephosphorylation	cheA,	GO:0039608,GO:0032516,GO:1903917,GO:1902310,	GO:0031401,GO:0035306,GO:0035304,
GO:0051649	establishment of localization in cell	cheW,cheA,	GO:0016182,GO:0051650,GO:0046907,GO:0051303,GO:0051686,GO:0033753,GO:0098700,GO:0007269,GO:0040023,GO:0051204,GO:0099532,GO:0099504,GO:0051683,GO:0061753,GO:0048488,GO:0051660,GO:0090151,GO:0070632,GO:0051654,GO:0099525,GO:0098810,GO:0060402,GO:0035773,GO:0051667,GO:0099630,GO:0051293,	GO:0051234,
GO:0006479	protein methylation	pcm,prmA,prmB,metH,metE,prmC,cheR,	GO:0016571,GO:0018021,GO:0018216,GO:0018020,GO:0018125,GO:0006480,GO:0018364,GO:0006481,GO:0018022,	GO:0008213,GO:0043414,
GO:0006473	protein acetylation	cheY,	GO:0030920,GO:0006475,GO:0006474,GO:0034420,GO:0018533,GO:0034421,GO:0018394,	GO:0043543,
GO:0018393	internal peptidyl-lysine acetylation	patZ,cheY,	GO:0018003,GO:0016573,GO:0071929,	GO:0006475,GO:0018394,
GO:0097588	archaeal or bacterial-type flagellum-dependent cell motility	fliO,fliG,fliM,fliL,motB,cheZ,motA,fliN,cheY,	GO:0071973,GO:0097590,	GO:0001539,
GO:0050920	regulation of chemotaxis	cheZ,	GO:1904847,GO:0050922,GO:2001026,GO:0002688,GO:0050926,GO:0071671,GO:1902667,GO:1904266,GO:1904857,GO:0050923,GO:1900136,GO:1904552,GO:0050921,GO:2000458,GO:1905210,GO:2001281,	GO:0032101,GO:0040012,
GO:0071977	bacterial-type flagellum-dependent swimming motility	cheZ,		GO:0071975,GO:0071973,
GO:0015774	polysaccharide transport	gfcE,wza,chiP,	GO:0042955,GO:0042899,GO:0015775,GO:0042956,GO:0015776,	GO:0008643,
GO:0052778	diacetylchitobiose metabolic process	chiP,	GO:0052777,	GO:0052779,
GO:0009432	SOS response	yafO,symE,sulA,dinI,umuC,recX,rimK,dinG,ydjM,recQ,ruvB,tisB,polB,recF,uvrA,yafP,cho,dinD,yebG,uvrD,lexA,uvrB,umuD,ssb,yafN,recA,uvrC,recN,ruvA,dinB,		GO:0033554,GO:0031668,
GO:0030308	negative regulation of cell growth	chpB,ybjN,mazF,yhaV,ykfI,	GO:0048671,GO:1903042,GO:0060243,GO:1903860,GO:0061391,GO:1902891,GO:0030517,GO:2000221,GO:0061052,GO:0048688,GO:0051511,	GO:0001558,GO:0045926,GO:0048523,
GO:0043488	regulation of mRNA stability	mqsR,chpB,higB,rpsH,	GO:0044528,GO:1902629,GO:0010610,GO:0070928,GO:0061157,GO:0048255,	GO:0043487,
GO:0030307	positive regulation of cell growth	chpS,	GO:0051512,GO:1903043,GO:1902892,GO:0048687,GO:0045773,GO:1903861,GO:0048672,GO:2000222,GO:0061051,GO:0061390,	GO:0001558,GO:0048522,GO:0045927,
GO:0033212	iron assimilation	fhuF,cirA,efeB,yqjH,	GO:0033215,GO:0033214,GO:0033213,	GO:0006879,
GO:0043213	bacteriocin transport	tolB,ompF,tolA,exbD,tolQ,tolR,cirA,exbB,tonB,	GO:0042914,	GO:0015833,
GO:0044718	siderophore transmembrane transport	cirA,tonB,		GO:0055085,GO:0015891,
GO:0006084	acetyl-CoA metabolic process	citF,citE,scpC,	GO:0044579,GO:0006085,GO:0070690,GO:0019442,GO:0019287,GO:0046356,GO:0019474,	GO:0006637,
GO:0051191	prosthetic group biosynthetic process	citX,citG,	GO:0070504,	GO:0051189,GO:0051188,
GO:0018247	protein-phosphoribosyl dephospho-coenzyme A linkage	citX,	GO:0018355,	GO:0018246,GO:0018209,
GO:0006821	chloride transport	clcB,yfeO,clcA,	GO:0030321,GO:1902476,	GO:0015698,
GO:0015706	nitrate transport	narU,clcA,narK,	GO:1902025,GO:0080055,GO:0090408,	GO:0071705,GO:0015698,
GO:0071468	cellular response to acidic pH	clcB,yhcN,oxc,iraM,yodD,frc,hdeA,yjaA,clcA,	GO:0061402,GO:1990451,	GO:0010447,GO:0071467,
GO:1902476	chloride transmembrane transport	clcB,clcA,		GO:0098661,GO:0006821,
GO:1902600	hydrogen ion transmembrane transport	dtpA,cysZ,ybaL,yjcE,kefB,dtpC,mntH,sthA,kefC,cvrA,clcA,dctA,dtpB,	GO:0015988,GO:0015985,	GO:0098662,GO:0015992,
GO:1903959	regulation of anion transmembrane transport	clcB,yfeO,clcA,	GO:1903961,GO:0010359,GO:1903795,GO:0010746,GO:0035430,GO:1903960,	GO:0034765,GO:0044070,
GO:0034765	regulation of ion transmembrane transport	clcB,	GO:0060306,GO:0032412,GO:0034767,GO:1904062,GO:1903959,GO:0034766,	GO:0043269,GO:0034762,
GO:0019538	protein metabolic process	clpB,pepA,pepB,clpA,	GO:0044268,GO:0006777,GO:0044267,GO:0072376,GO:1990000,GO:0042982,GO:0045559,GO:0099590,GO:0045713,GO:1901142,GO:0052418,GO:0030163,GO:0050757,GO:0042107,GO:0042047,GO:0006508,GO:0045222,GO:0045558,GO:0036211,GO:0051604,	GO:0043170,GO:0044238,
GO:0043335	protein unfolding	clpX,tig,hslU,clpA,		GO:0009987,
GO:0006986	response to unfolded protein	clpB,	GO:0002235,GO:0034620,	GO:0035966,
GO:0009408	response to heat	hslJ,yhbO,groL,rpoH,rhlE,moaA,hslR,hflD,grpE,marR,lsrR,sodA,oppA,hspQ,htpG,pspA,ttdB,pncB,eutD,dtd,hflK,patZ,hslO,yjaZ,rpoD,dsbB,dnaJ,ybeY,clpP,dnaK,pnp,ibpB,hflX,mngR,groS,ldhA,yfcA,tig,gloB,yebS,yccX,slyD,clpS,ssuD,hslV,clpB,ibpA,typA,pykF,lon,yajL,hflC,nudF,hslU,	GO:0010286,GO:0036168,GO:0034605,	GO:0006950,GO:0009266,
GO:0016485	protein processing	hybD,glpG,hyaD,ptrA,panZ,clpB,hycI,lepB,	GO:0019082,GO:0030908,GO:0038005,GO:0071586,GO:0035334,GO:0006465,GO:0002541,GO:0016486,GO:0090472,GO:0035103,GO:0016540,GO:1900756,GO:0035551,GO:0006624,GO:0031638,GO:0034982,	GO:0006508,GO:0051604,
GO:0006515	misfolded or incompletely synthesized protein catabolic process	pth,ycbZ,lon,clpP,tatD,degP,	GO:0071629,GO:0071712,GO:0071630,	GO:0051603,
GO:0009266	response to temperature stimulus	pphA,rpoE,clpP,htpX,envY,degP,	GO:0040040,GO:0071502,GO:0010378,GO:0043052,GO:0016048,GO:0009409,GO:0009408,	GO:0009628,
GO:0010498	proteasomal protein catabolic process	clpP,	GO:0043161,GO:0010499,	GO:0051603,GO:0030163,
GO:0016032	viral process	trxA,lamB,dnaJ,clpX,	GO:0075522,GO:0019046,GO:0075525,GO:0019079,GO:0098005,GO:0039667,GO:0019068,GO:0019043,GO:0019058,GO:0046815,GO:0039707,GO:0019061,GO:0046786,GO:0019075,GO:0019080,GO:0019042,GO:0019045,GO:0046799,GO:0019069,GO:0098003,GO:0044826,GO:0046794,GO:0098004,GO:0019089,GO:0075524,GO:0046807,GO:0019072,GO:0039665,GO:0075527,GO:0019076,GO:0019044,GO:0098045,GO:0046755,GO:0099009,GO:0039664,GO:0046745,GO:0019048,GO:0075523,GO:0019070,GO:0009615,GO:0075526,	GO:0044403,GO:0044764,
GO:0032049	cardiolipin biosynthetic process	clsB,clsA,clsC,		GO:0006655,GO:0032048,
GO:0006220	pyrimidine nucleotide metabolic process	ndk,cmk,	GO:0006221,GO:0015953,GO:0009219,GO:0009218,GO:0006244,	GO:0072527,GO:0009117,
GO:0002098	tRNA wobble uridine modification	mnmE,cmoB,ybbB,mnmC,mnmG,cmoA,	GO:0070899,GO:0002926,GO:0002143,	GO:0002097,
GO:0030488	tRNA methylation	yfiC,trmO,cmoB,trmL,rlmN,trmI,trmD,mnmA,cmoA,trmH,mnmE,trmA,miaB,mnmC,mnmG,	GO:0002128,GO:0070901,GO:0002942,GO:0002946,GO:0002939,GO:0080178,GO:1901619,GO:0002940,	GO:0001510,GO:0006400,
GO:0015797	mannitol transport	mtlA,cmtA,		GO:0008643,GO:0015791,
GO:0060566	positive regulation of DNA-templated transcription, termination	cnu,	GO:1904595,GO:2000732,	GO:0043243,GO:0045893,GO:0031554,
GO:1900232	negative regulation of single-species biofilm formation on inanimate substrate	glgS,ybjN,cnu,		GO:1900191,GO:1900231,
GO:0015937	coenzyme A biosynthetic process	coaA,coaD,dfp,coaE,		GO:0034033,GO:0046129,GO:0009108,GO:0034030,GO:0015936,GO:0009152,
GO:0034983	peptidyl-lysine deacetylation	cobB,		GO:0018205,GO:0006476,
GO:0036047	peptidyl-lysine demalonylation	cobB,		GO:0018205,GO:0036046,
GO:0036049	peptidyl-lysine desuccinylation	cobB,		GO:0036048,GO:0018205,
GO:0009163	nucleoside biosynthetic process	cobT,	GO:0046134,GO:0046120,GO:0043174,GO:0042455,GO:0071589,GO:0042451,	GO:0034654,GO:0009116,GO:1901566,GO:1901659,
GO:0051188	cofactor biosynthetic process	cobU,hypB,	GO:0071793,GO:0010024,GO:0032324,GO:0006779,GO:0016226,GO:0009108,GO:0051191,GO:0010125,GO:0046140,GO:0044593,GO:1901288,GO:0035998,GO:0019290,	GO:0044249,GO:0051186,
GO:0006209	cytosine catabolic process	codA,		GO:0019858,GO:0019439,GO:0006208,
GO:0019858	cytosine metabolic process	codB,codA,	GO:0006209,GO:0046089,	GO:0006206,
GO:0015856	cytosine transport	codB,		GO:0015855,
GO:0009228	thiamine biosynthetic process	thiF,cof,thiE,thiH,thiS,thiC,thiD,thiM,thiG,thiI,thiL,dxs,	GO:0036172,	GO:0042724,GO:0006772,
GO:0006825	copper ion transport	cusB,cusA,copA,	GO:0035434,GO:0097717,GO:0097716,GO:0015680,GO:0015677,	GO:0000041,
GO:0010273	detoxification of copper ion	cusB,cusA,cusF,copA,cusC,	GO:1990880,	GO:0061687,
GO:0030001	metal ion transport	ydaN,znuA,zntA,mntH,corA,zupT,copA,	GO:0035826,GO:0006813,GO:0000041,GO:0010351,GO:0015690,GO:0006814,GO:0015692,GO:0070838,	GO:0006812,
GO:0060003	copper ion export	cusB,cusA,copA,cusC,		GO:0035434,
GO:0071280	cellular response to copper ion	cusS,copA,		GO:0071248,GO:0046688,
GO:0071292	cellular response to silver ion	cusS,copA,		GO:0071248,GO:0010272,
GO:1902601	silver ion transmembrane transport	cusA,copA,		GO:0098660,
GO:0015693	magnesium ion transport	corA,mgtA,	GO:0045016,	GO:0070838,
GO:0035444	nickel cation transmembrane transport	nikB,zntA,nikC,corA,nikE,rcnA,nikD,	GO:0090509,	GO:0015675,GO:0098662,
GO:0042545	cell wall modification	ybhC,cpdA,	GO:0042547,GO:0009827,GO:0052386,	GO:0071555,
GO:0009166	nucleotide catabolic process	ushA,udp,cpdB,	GO:0015961,GO:0009214,GO:0006195,GO:0072389,GO:0019364,GO:0009264,GO:0015958,GO:0009261,GO:0006244,	GO:1901292,GO:0009117,
GO:0000271	polysaccharide biosynthetic process	yghQ,ugd,rffH,cpsB,wzxC,wzxE,rfbX,yfdG,wzc,wcaJ,wza,wecC,wzb,	GO:0033692,GO:0010246,GO:0045489,GO:0051070,GO:0035884,	GO:0016051,GO:0009059,GO:0005976,
GO:0005976	polysaccharide metabolic process	cpsB,	GO:0031221,GO:0044263,GO:0010393,GO:0000271,GO:0044042,GO:0010397,GO:0010383,GO:0000272,GO:0044264,GO:0006080,	GO:0043170,GO:0005975,
GO:0006972	hyperosmotic response	katE,cpsB,osmC,gshA,	GO:0071474,GO:0042538,	GO:0006970,
GO:0009242	colanic acid biosynthetic process	ypdI,ugd,mcbA,cpsB,galU,gmd,galE,wzc,manA,wcaJ,fcl,rcsF,wzb,		GO:0033692,GO:1901137,GO:0046377,
GO:0009298	GDP-mannose biosynthetic process	cpsB,manA,cpsG,	GO:0061729,GO:0061728,	GO:0009226,GO:0019673,
GO:0071704	organic substance metabolic process	pgm,glmM,cpsG,	GO:1901615,GO:0042822,GO:1901568,GO:0030638,GO:0070834,GO:0019330,GO:1902241,GO:0018984,GO:1902195,GO:1900619,GO:0042620,GO:0018937,GO:0042180,GO:1902224,GO:1901135,GO:0033478,GO:0015977,GO:0043170,GO:0019694,GO:0006629,GO:1902192,GO:0018942,GO:0046046,GO:0018954,GO:0035383,GO:1901360,GO:0018904,GO:0006081,GO:0046473,GO:1900561,GO:0005975,GO:0070833,GO:1901576,GO:1901575,GO:0070832,GO:1900673,GO:1901440,GO:0043446,GO:1902776,GO:0018945,GO:0018907,GO:0019637,GO:1900585,GO:0019296,GO:1902189,GO:1901125,GO:0006082,GO:0009812,GO:1902198,GO:0043452,GO:1900558,GO:0042197,GO:1901564,	GO:0008152,
GO:0032091	negative regulation of protein binding	cptA,	GO:1900121,GO:1904476,GO:1904617,GO:0090074,GO:2001264,GO:0002032,GO:2000657,GO:0036472,GO:1904527,GO:0033342,	GO:0043393,GO:0051100,
GO:0043708	cell adhesion involved in biofilm formation	yeeJ,ycgV,yfaL,cpxA,pgaD,pgaC,	GO:0043710,GO:0043709,	GO:0031589,
GO:0030162	regulation of proteolysis	yccA,cpxP,	GO:0090085,GO:1903050,GO:0045861,GO:0045862,GO:0051043,GO:0070613,GO:0060188,GO:0052547,GO:0060625,	GO:0051246,
GO:0009750	response to fructose	cra,	GO:0071332,	GO:0009746,
GO:0015698	inorganic anion transport	crcB,	GO:0098661,GO:0070614,GO:0015699,GO:0015709,GO:0000316,GO:0015706,GO:0015703,GO:0015702,GO:0006821,GO:0080160,GO:0030505,GO:0015705,GO:0008272,GO:0046713,GO:0015689,GO:0015708,GO:0098658,GO:0006817,GO:0015700,GO:0015707,	GO:0006820,
GO:0006260	DNA replication	priB,rarA,mutT,mukE,holB,tus,sbcC,prlC,crfC,yciV,ycdX,priA,uvrD,lexA,dnaJ,nrdB,mukB,nrdE,dnaC,holC,dnaK,dnaQ,dnaX,diaA,dnaE,ydaV,gspB,nrdF,ligA,dnaG,recQ,dam,nrdA,holE,mukF,recF,polA,nrdD,dnaT,holD,dnaA,sbcD,dnaN,dnaB,holA,ssb,ligB,dinB,hda,rep,	GO:0006261,GO:0001326,	GO:0034645,GO:0006259,
GO:0007059	chromosome segregation	mukF,minD,crfC,gyrB,matP,parE,gyrA,setB,ftsK,obgE,xerC,parC,mukB,mukE,xerD,	GO:0098813,	GO:0044763,
GO:0043623	cellular protein complex assembly	crl,	GO:0007171,GO:0043248,GO:0018419,GO:0017004,GO:0010265,GO:0097250,GO:0007021,GO:0007172,GO:0070096,GO:0070286,GO:0010207,GO:0006463,GO:0010387,GO:0000921,GO:0051292,GO:1990155,GO:0036034,GO:0044546,GO:1990114,GO:0036285,GO:0048197,GO:0048564,GO:0034552,GO:0006617,GO:0070071,GO:0000059,GO:1990115,GO:0002501,GO:0048195,GO:0070978,GO:0070196,GO:0007183,GO:0010257,GO:0007181,GO:0048268,GO:0031034,GO:0070217,GO:0061789,GO:0038099,GO:0051382,GO:0031203,GO:0035493,GO:1990113,GO:0001927,GO:0097010,GO:0071165,GO:0048213,GO:0072689,GO:0016082,GO:0051258,GO:0002396,GO:0051131,GO:0010275,GO:0072685,GO:0033108,	GO:0034622,GO:0006461,
GO:0045013	carbon catabolite repression of transcription	crp,	GO:0000437,GO:0045014,GO:0000410,	GO:0045892,GO:0045990,
GO:0043610	regulation of carbohydrate utilization	crr,		GO:0050789,
GO:0045912	negative regulation of carbohydrate metabolic process	crr,	GO:1900126,GO:2000992,GO:2000955,GO:1904024,GO:2000913,GO:2000925,GO:1900310,GO:0080153,GO:2000967,GO:2000989,GO:2000961,GO:2000907,GO:2000934,GO:0010677,GO:1900092,	GO:0006109,GO:0009892,
GO:0000096	sulfur amino acid metabolic process	csdA,	GO:0033353,GO:0050667,GO:0000097,GO:0046438,GO:0000098,	GO:0006790,GO:0006082,GO:1901564,
GO:0016226	iron-sulfur cluster assembly	ygfZ,hscA,sufE,hscB,iscS,csdA,erpA,sufB,sufD,iscA,iscX,cyaY,sufS,sufC,iscU,sufA,csdE,fdx,nfuA,	GO:0044571,GO:0044572,GO:0042075,GO:0018416,GO:0018291,GO:0044573,GO:0018418,GO:0018283,	GO:0051188,GO:0006790,GO:0031163,
GO:1990000	amyloid fibril formation	csgB,csgA,		GO:0019538,GO:0097435,GO:0044710,
GO:0022610	biological adhesion	csgF,csgG,csgE,	GO:0044406,GO:0007155,GO:0090675,GO:0022608,GO:0007302,	GO:0008150,
GO:0090549	response to carbon starvation	csiD,		GO:0042594,
GO:0009409	response to cold	cspG,lepA,cspB,rnr,raiA,infC,ybiT,cspI,rbfA,lpxP,typA,cspA,	GO:0070417,GO:0050826,GO:0010048,GO:0009631,	GO:0006950,GO:0009266,
GO:0031564	transcription antitermination	cspC,ydfT,pepA,ybcQ,rfaH,nusA,rpsD,cspE,yqgF,nusG,ybeY,rpsJ,cspA,		GO:0031555,
GO:0060567	negative regulation of DNA-templated transcription, termination	cspC,ybcQ,cspE,rof,cspA,	GO:2000731,GO:2000805,	GO:0045892,GO:0043242,GO:0031554,
GO:0008156	negative regulation of DNA replication	seqA,hda,dnaA,cspD,	GO:2000104,	GO:0006275,GO:2000113,GO:0051053,
GO:0042594	response to starvation	dps,sspA,relA,spoT,gpp,ddpX,cspD,	GO:0030583,GO:1990928,GO:0097385,GO:0036170,GO:0009267,GO:0090550,GO:0090549,GO:0042595,GO:1990641,GO:0060275,GO:0090548,GO:0090551,	GO:0031667,GO:0006950,
GO:0006109	regulation of carbohydrate metabolic process	csrA,	GO:0045913,GO:2000960,GO:0043255,GO:1900402,GO:0045912,GO:1900309,GO:0010675,GO:0043470,GO:0080091,GO:0032881,GO:0100024,	GO:0080090,
GO:0006402	mRNA catabolic process	yoeB,symE,rppH,rnb,pnp,rnr,rraB,csrA,rnlA,mazF,relE,yafQ,hicA,rne,	GO:0071047,GO:1990074,GO:0000958,GO:0000956,	GO:0006401,GO:0016071,
GO:0045719	negative regulation of glycogen biosynthetic process	csrA,		GO:0005979,GO:0070874,GO:2000113,
GO:0045947	negative regulation of translational initiation	yoeB,rpsD,csrA,rplA,ratA,raiA,thrS,	GO:1904689,GO:0032057,GO:1901191,GO:1901194,GO:0070133,GO:0045993,	GO:0006446,GO:0017148,
GO:0034661	ncRNA catabolic process	csrD,	GO:0010587,GO:0071029,GO:0016075,GO:0016078,GO:0071034,GO:0034588,GO:0016077,GO:0071041,GO:0043634,GO:0034586,GO:0016076,	GO:0006401,GO:0034660,
GO:0051252	regulation of RNA metabolic process	csrD,rraA,	GO:0051254,GO:1903326,GO:0060700,GO:0070920,GO:1905356,GO:0044830,GO:2000232,GO:0051253,GO:1902374,GO:0000960,GO:0043484,GO:2001141,GO:1903311,GO:1903323,GO:0045091,GO:2000628,	GO:0060255,GO:0019219,
GO:0009267	cellular response to starvation	phoU,cstA,yjiY,mazG,iraM,iraP,	GO:0034198,GO:0030587,GO:0042149,GO:0010438,GO:0015968,GO:0009970,GO:0061420,GO:0010350,GO:1990383,GO:0071262,GO:1990263,GO:0010106,GO:0034224,GO:0036225,GO:0016036,GO:0043617,GO:0080169,GO:0072732,GO:0036110,GO:0006995,GO:0051365,GO:0035874,GO:0036223,	GO:0033554,GO:0042594,GO:0031669,
GO:0006812	cation transport	ybaL,cusA,trkH,kefB,trkG,cvrA,kefC,tehA,	GO:0072512,GO:0015695,GO:0098655,GO:0072511,GO:0015696,GO:0098659,GO:0030001,GO:0015672,	GO:0006811,
GO:0006878	cellular copper ion homeostasis	cusB,cusA,cusF,cutC,cusC,	GO:0097578,	GO:0055070,GO:0046916,
GO:0010272	response to silver ion	cusB,cusA,cusF,cusC,	GO:0071292,	GO:1990267,GO:0010038,
GO:0015673	silver ion transport	cusA,		GO:0000041,
GO:0015679	plasma membrane copper ion transport	cusB,cusA,	GO:0098705,	GO:0035434,
GO:0018345	protein palmitoylation	cusC,	GO:0018221,GO:0006500,GO:0018220,GO:0018230,	GO:0006497,GO:0043543,
GO:0070207	protein homotrimerization	maa,cusC,		GO:0070206,GO:0051260,
GO:0010038	response to metal ion	evgS,qseB,cutA,	GO:0010044,GO:0010226,GO:0032026,GO:0010272,GO:0010045,GO:0097501,GO:0010039,GO:0010043,GO:0046688,GO:0035864,GO:0010042,GO:0032025,GO:0046686,GO:0051592,GO:0010288,GO:0046689,GO:0071248,GO:0010164,GO:0070541,	GO:0010035,
GO:0055070	copper ion homeostasis	ndh,cutC,	GO:0006878,	GO:0055076,
GO:0009403	toxin biosynthetic process	cvpA,	GO:0052315,GO:0045461,GO:0043386,GO:0030152,	GO:0009404,GO:0044550,GO:0044249,
GO:0006884	cell volume homeostasis	cvrA,	GO:0045794,GO:0009992,GO:0045795,	GO:0019725,GO:0008361,
GO:0043266	regulation of potassium ion transport	yidE,cvrA,ybjL,	GO:0043267,GO:1901379,GO:0043268,	GO:0010959,
GO:0006171	cAMP biosynthetic process	cyaA,		GO:0052652,GO:0046058,GO:0009152,
GO:0022904	respiratory electron transport chain	ydhU,yceJ,cyoC,fdoI,hyaC,fdoH,dld,fdnI,yodB,nuoE,cybB,	GO:0019646,GO:0030965,GO:0006123,GO:0019645,GO:0006121,GO:0042773,GO:0010478,GO:0006120,GO:0009766,GO:0006122,	GO:0022900,
GO:0001762	beta-alanine transport	cycA,		GO:0015804,
GO:0015808	L-alanine transport	cycA,		GO:0015807,GO:0032328,
GO:0015816	glycine transport	cycA,		GO:0046942,GO:0015804,
GO:0042891	antibiotic transport	dtpA,mdtK,nagE,macB,dtpB,cycA,	GO:0015904,GO:0042884,GO:0042892,GO:0015901,GO:0015896,GO:0042893,GO:0015905,GO:0042894,	GO:0015893,
GO:0042941	D-alanine transport	cycA,		GO:0032328,
GO:0042942	D-serine transport	dsdX,cycA,		GO:0032329,
GO:0033228	cysteine export	cydC,eamA,cydD,eamB,		GO:0032973,GO:0042883,
GO:0034775	glutathione transmembrane transport	gsiC,gsiD,cydC,gsiA,cydD,gsiB,	GO:0098709,GO:0071996,	GO:0034635,GO:0035443,
GO:0070453	regulation of heme biosynthetic process	cydC,	GO:0070455,GO:0070454,	GO:0051193,GO:1901463,
GO:0006869	lipid transport	msbA,cydD,fadL,lplT,	GO:0035942,GO:0015918,GO:0034196,GO:1902001,GO:0046836,GO:0015721,GO:0015913,GO:0010877,GO:0035943,GO:0046864,GO:0015914,GO:0035938,GO:0035941,GO:0044539,GO:0002494,GO:1990379,GO:0098856,GO:0032782,GO:0015908,GO:0032365,GO:0035936,GO:0035627,GO:0015920,GO:0034204,GO:0042893,GO:0035929,	GO:0071702,GO:0044765,
GO:0042883	cysteine transport	tcyN,tcyP,tcyL,cydD,tcyJ,	GO:1903712,GO:0033228,	GO:0000101,GO:0015804,
GO:0009439	cyanate metabolic process	cynS,	GO:0009440,GO:0046201,	GO:0034641,GO:0006082,GO:1901564,
GO:0009440	cyanate catabolic process	cynT,cynX,cynS,		GO:0044270,GO:1901565,GO:0009439,GO:0044712,
GO:0009060	aerobic respiration	nuoG,torC,sdhC,cyoD,sdhD,nuoI,cyoB,lldD,nuoM,dld,erpA,sdhB,nuoN,ndh,ubiE,nuoB,glpD,nuoH,cyoA,cyoC,torA,nuoF,sdhA,	GO:0019646,GO:0019412,GO:0019332,GO:0043554,GO:0010230,GO:0019414,GO:0019409,GO:0019411,GO:0019410,	GO:0045333,
GO:0015990	electron transport coupled proton transport	nuoB,nuoL,cyoD,cyoC,cyoA,cyoB,nuoM,nuoN,		GO:0015988,
GO:0022900	electron transport chain	rsxA,ydbK,glpC,rsxB,cyoA,rsxE,dsbB,frdA,sdhA,icd,rsxD,rsxG,	GO:0022904,GO:0009767,	GO:0044763,GO:0006091,GO:0055114,
GO:0006783	heme biosynthetic process	cyoE,hemG,yfdG,hemE,hemC,hemB,hemF,hemH,	GO:0006784,GO:0019354,GO:0006785,GO:0048034,GO:0006786,	GO:0046148,GO:0044711,GO:0042168,GO:0006779,
GO:0048034	heme O biosynthetic process	cyoE,		GO:0048033,GO:0006783,
GO:0008272	sulfate transport	cysZ,cysU,dauA,cysW,cysP,cysA,sbp,	GO:1902358,GO:1902434,	GO:0072348,GO:0015698,
GO:1902358	sulfate transmembrane transport	cysZ,cysU,dauA,cysW,cysP,cysA,sbp,	GO:1990557,	GO:0098661,GO:0008272,
