# From ~/gensor_units/perl_scripts/GOs_in_GUs.pl on Fri Sep 30 09:59:04 2016
# Input = ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/GOs_table.txt ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/TF_genes.txt 
GU	GO ID	Genes in overlap
PdhR	GO:0006810	glcA,ftsW,fecB,fecA,fecC,fecD,fecE,
PdhR	GO:0008360	ftsW,ftsA,murC,mraY,murG,murE,murD,murF,ddlB,ftsI,
PdhR	GO:0009252	ftsW,murC,mraY,murG,murE,murD,murF,ddlB,ftsI,
PdhR	GO:0071555	murG,murE,murD,murF,ftsI,ftsW,murC,mraY,ddlB,
PdhR	GO:0051301	murG,murE,murD,murF,ftsL,ftsI,ftsQ,ftsW,ftsA,murC,mraY,ftsZ,
PdhR	GO:0043093	ftsW,ftsZ,ftsL,ftsQ,
PdhR	GO:0015836	ftsW,
PdhR	GO:0009058	murC,murE,murD,murF,
PdhR	GO:0006811	fecD,fecE,cyoB,fecB,fecA,fecC,
PdhR	GO:0055072	fecE,fecB,fecC,fecD,fecA,
PdhR	GO:0032259	rsmH,
PdhR	GO:0006364	rsmH,
PdhR	GO:0070475	rsmH,
PdhR	GO:0006629	lpxC,
PdhR	GO:0009245	lpxC,
PdhR	GO:0030259	murG,
PdhR	GO:0055114	glcF,glcD,glcE,cyoC,lpd,cyoD,cyoA,cyoB,ndh,aceE,aceF,
PdhR	GO:0009061	ndh,
PdhR	GO:0019646	cyoD,cyoC,cyoA,cyoB,ndh,
PdhR	GO:0055070	ndh,
PdhR	GO:0009060	cyoD,cyoB,ndh,cyoA,cyoC,
PdhR	GO:0008152	fecE,aceE,aceF,grcA,ftsI,ftsZ,
PdhR	GO:0006567	grcA,
PdhR	GO:0006096	lpd,aceF,aceE,
PdhR	GO:0022904	cyoC,
PdhR	GO:0015990	cyoD,cyoC,cyoA,cyoB,
PdhR	GO:0044010	tomB,
PdhR	GO:0006351	pdhR,hha,mraZ,
PdhR	GO:0006355	pdhR,hha,mraZ,
PdhR	GO:0010468	hha,
PdhR	GO:0015682	fecA,
PdhR	GO:0015891	fecA,
PdhR	GO:0045893	pdhR,
PdhR	GO:0045892	pdhR,mraZ,
PdhR	GO:0006779	hemL,
PdhR	GO:0006782	hemL,
PdhR	GO:0033014	hemL,
PdhR	GO:0006783	cyoE,
PdhR	GO:0048034	cyoE,
PdhR	GO:0006097	glcB,
PdhR	GO:0006099	glcB,
PdhR	GO:0009436	glcB,
PdhR	GO:0000917	ftsZ,ftsQ,
PdhR	GO:0051258	ftsZ,
PdhR	GO:0006090	lpd,aceF,
PdhR	GO:0006979	lpd,
PdhR	GO:0045454	lpd,
PdhR	GO:0019464	lpd,
PdhR	GO:0006103	lpd,
PdhR	GO:0015992	cyoB,glcA,
PdhR	GO:0035873	glcA,
PdhR	GO:0006974	glcD,
PdhR	GO:0046296	glcF,glcD,glcE,
PdhR	GO:2000143	mraZ,
PdhR	GO:0006086	aceF,
PdhR	GO:0042493	ftsI,
PdhR	GO:0046677	ftsI,
PdhR	GO:0022900	cyoA,
PepA	GO:0006351	pepA,
PepA	GO:0045892	pepA,
PepA	GO:0006508	pepA,
PepA	GO:0042150	pepA,
PepA	GO:0019538	pepA,
PepA	GO:0031564	pepA,
PepA	GO:0006276	pepA,
PepA	GO:0043171	pepA,
PepA	GO:0006526	carB,carA,
PepA	GO:0008652	carA,carB,
PepA	GO:0000050	carB,carA,
PepA	GO:0006221	carA,carB,
PepA	GO:0044205	carB,carA,
PepA	GO:0006807	carB,
PepA	GO:0019856	carB,
PepA	GO:0006541	carA,
PepA	GO:0006207	carA,
PgrR	GO:0009253	mpaA,
PgrR	GO:0006508	mpaA,
PgrR	GO:0009050	mpaA,
PgrR	GO:0051301	ycjY,
PhoB	GO:0019634	phnI,phnH,phnN,phnG,
PhoB	GO:0019700	phnK,phnI,phnM,phnH,phnJ,phnL,phnG,phnP,
PhoB	GO:0006810	pstA,ompF,phnD,phoE,pstS,phnC,cusC,pstC,ugpC,phoU,pitB,cusB,phoB,ugpB,cusA,ugpA,phnK,phoR,pstB,adiC,ugpE,
PhoB	GO:0006974	pstA,sbcC,gadX,pstS,gadW,
PhoB	GO:0016036	phoR,pstS,psiE,waaH,phoU,
PhoB	GO:0035435	pstS,pstA,pitB,pstB,pstC,
PhoB	GO:0006817	phoR,pstS,pstA,pitB,phoU,phoB,pstB,pstC,
PhoB	GO:0008152	amn,phoA,pstB,phnC,ugpC,waaH,tktB,eda,
PhoB	GO:0055114	yegH,phoA,
PhoB	GO:0016311	phoA,
PhoB	GO:0009052	tktB,
PhoB	GO:0001101	asr,
PhoB	GO:0010043	cusF,asr,
PhoB	GO:0010447	asr,
PhoB	GO:0006351	ydfH,cusR,yhjC,prpR,gadW,cra,phnF,phoB,gadX,argP,feaR,
PhoB	GO:0006355	phoR,ydfH,cusR,yhjC,prpR,gadW,cra,phnF,phoB,gadX,argP,feaR,
PhoB	GO:0042916	phnD,phnE_1,phnJ,phnC,
PhoB	GO:0046688	cusB,cusA,cusS,cusR,cusF,cusC,
PhoB	GO:0010273	cusB,cusA,cusF,cusC,
PhoB	GO:0006878	cusB,cusA,cusF,cusC,
PhoB	GO:0010272	cusB,cusA,cusF,cusC,
PhoB	GO:0006865	adiC,
PhoB	GO:0051454	adiC,
PhoB	GO:0003333	adiC,
PhoB	GO:0015807	adiC,
PhoB	GO:1902475	adiC,
PhoB	GO:1903826	adiC,
PhoB	GO:0006855	ompF,
PhoB	GO:0006811	ompF,cusB,cusC,cusA,phoE,
PhoB	GO:0034220	ompF,
PhoB	GO:0043213	ompF,
PhoB	GO:0006281	sbcC,
PhoB	GO:0006310	sbcC,sbcD,
PhoB	GO:0090305	sbcC,sbcD,
PhoB	GO:0006260	sbcC,sbcD,
PhoB	GO:0000725	sbcC,
PhoB	GO:0055085	pstC,ugpC,cusB,phnD,phoE,
PhoB	GO:0006825	cusB,cusA,
PhoB	GO:0060003	cusB,cusA,cusC,
PhoB	GO:0015679	cusB,cusA,
PhoB	GO:0046835	phnN,
PhoB	GO:0006015	phnN,
PhoB	GO:0009435	phnN,
PhoB	GO:0045893	gadX,prpR,argP,feaR,
PhoB	GO:0019629	prpR,
PhoB	GO:0045892	prpR,argP,
PhoB	GO:0000160	cusS,phoQ,phoB,cusR,prpR,phoR,
PhoB	GO:0010628	cusR,cusS,
PhoB	GO:0016310	cusS,phoR,phoQ,
PhoB	GO:0007165	cusS,phoR,phoQ,
PhoB	GO:0018106	phoR,phoQ,cusS,
PhoB	GO:0023014	cusS,phoR,phoQ,
PhoB	GO:0071280	cusS,
PhoB	GO:0071292	cusS,
PhoB	GO:0009252	mipA,
PhoB	GO:0015716	phnF,phnD,phnO,phnC,phnG,
PhoB	GO:0015748	phnC,
PhoB	GO:0018345	cusC,
PhoB	GO:0070207	cusC,
PhoB	GO:0006470	phoR,phoQ,
PhoB	GO:0046777	phoR,phoQ,
PhoB	GO:0006629	ugpQ,
PhoB	GO:0006071	ugpQ,
PhoB	GO:0015794	ugpA,ugpC,ugpE,ugpB,
PhoB	GO:0001407	ugpA,ugpC,ugpE,ugpB,
PhoB	GO:0010350	phoQ,
PhoB	GO:2000142	phoB,
PhoB	GO:0032297	argP,
PhoB	GO:0044209	amn,
PhoB	GO:0009116	amn,
PhoB	GO:0046033	amn,
PhoB	GO:0008643	ugpC,
PhoB	GO:1902601	cusA,
PhoB	GO:0006812	cusA,
PhoB	GO:0015673	cusA,
PhoB	GO:0006259	sbcD,
PhoB	GO:0071236	phoU,
PhoB	GO:0009267	phoU,
PhoB	GO:0009405	phoU,
PhoB	GO:0034605	phoU,
PhoB	GO:0010629	phoU,
PhoB	GO:0001558	phoU,
PhoB	GO:0030643	phoU,
PhoB	GO:0032413	phoU,
PhoB	GO:0045936	phoU,
PhoB	GO:0071467	phoU,
PhoB	GO:2000186	phoU,
PhoB	GO:0006144	yedX,
PhoB	GO:0017189	phnO,
PhoB	GO:0033051	phnO,
PhoB	GO:0006096	cra,
PhoB	GO:0009750	cra,
PhoP	GO:0006974	purD,glgX,rutE,glgA,gadW,glgB,
PhoP	GO:0005978	glgA,glgB,glgC,
PhoP	GO:0006164	purD,purH,
PhoP	GO:0006189	purD,purH,
PhoP	GO:0009113	purD,
PhoP	GO:0006810	dcuD,tolC,acrB,rutG,fadL,yhiD,acrA,
PhoP	GO:0055085	rutG,acrA,fadL,tolC,
PhoP	GO:0006855	acrA,acrB,
PhoP	GO:0015721	acrA,
PhoP	GO:0046677	tolC,acrA,ybjG,
PhoP	GO:0009245	pagP,
PhoP	GO:0008152	metL,purH,glgC,mgtA,ygiC,glgX,glgP,malS,rutB,
PhoP	GO:0005975	nagA,glgX,glgP,malS,glgC,glgB,
PhoP	GO:0030980	malS,
PhoP	GO:0051692	malS,
PhoP	GO:0006351	mgrB,rstA,cysB,gadW,treR,gadE,ydeO,phoP,
PhoP	GO:0006355	mgrB,rstA,cysB,gadW,treR,gadE,ydeO,phoP,
PhoP	GO:0016310	metL,phoQ,rstB,
PhoP	GO:0007165	rstB,phoQ,
PhoP	GO:0000160	rstA,phoQ,rstB,phoP,
PhoP	GO:0018106	rstB,phoQ,
PhoP	GO:0023014	rstB,phoQ,
PhoP	GO:0046777	rstB,phoQ,
PhoP	GO:0042930	tolC,
PhoP	GO:0014070	tolC,
PhoP	GO:0008360	ybjG,
PhoP	GO:0009252	ybjG,
PhoP	GO:0071555	ybjG,
PhoP	GO:0055114	metL,rutA,rutE,rutC,ydeP,rutF,
PhoP	GO:0010447	ydeP,mgrB,
PhoP	GO:0006212	rutG,rutC,rutF,rutA,rutE,rutB,rutD,
PhoP	GO:0006864	rutG,
PhoP	GO:0015857	rutG,
PhoP	GO:1903791	rutG,
PhoP	GO:0008652	argD,metL,cysB,metB,
PhoP	GO:0019344	cysB,
PhoP	GO:0006508	ompT,
PhoP	GO:0045893	iraM,ydeO,
PhoP	GO:0071468	iraM,hdeA,
PhoP	GO:0009267	iraM,
PhoP	GO:0042177	iraM,
PhoP	GO:0010350	phoQ,iraM,
PhoP	GO:0042493	acrB,
PhoP	GO:0046618	acrB,
PhoP	GO:0006520	metL,argD,
PhoP	GO:0006526	argD,
PhoP	GO:0006525	argD,
PhoP	GO:0009085	argD,
PhoP	GO:0009089	metL,argD,
PhoP	GO:0033359	argD,
PhoP	GO:0042450	argD,
PhoP	GO:0098655	mgtA,
PhoP	GO:0015693	mgtA,
PhoP	GO:0006779	hemL,
PhoP	GO:0006782	hemL,
PhoP	GO:0033014	hemL,
PhoP	GO:0006869	fadL,
PhoP	GO:0015718	fadL,
PhoP	GO:0015909	fadL,
PhoP	GO:0015740	dcuD,
PhoP	GO:0044010	ygiB,
PhoP	GO:0009086	metB,metL,
PhoP	GO:0009088	metL,
PhoP	GO:0009090	metL,
PhoP	GO:0009067	metL,
PhoP	GO:0019740	rutA,rutE,rutC,rutF,rutB,rutD,
PhoP	GO:0006208	rutC,rutF,rutA,rutE,rutB,rutD,
PhoP	GO:0009268	hdeB,hdeD,
PhoP	GO:0006210	rutA,
PhoP	GO:0006470	phoQ,
PhoP	GO:0071286	mgrB,borD,
PhoP	GO:0016052	glgP,
PhoP	GO:0005977	glgX,glgB,glgP,glgC,
PhoP	GO:0005980	glgX,glgP,
PhoP	GO:0006044	nagA,
PhoP	GO:0051289	nagA,
PhoP	GO:0006046	nagA,
PhoP	GO:0019262	nagA,
PhoP	GO:0044092	mgrB,
PhoP	GO:0070298	mgrB,
PhoP	GO:0031556	mgtL,
PhoP	GO:0009058	glgC,
PhoP	GO:0045892	treR,
PhoP	GO:0005991	treR,
PrpR	GO:0008152	prpB,prpE,
PrpR	GO:0019629	prpE,prpD,prpR,prpB,
PrpR	GO:0006099	prpD,prpC,
PrpR	GO:0019679	prpC,prpD,
PrpR	GO:0006351	prpR,
PrpR	GO:0006355	prpR,
PrpR	GO:0045893	prpR,
PrpR	GO:0045892	prpR,
PrpR	GO:0000160	prpR,
PrpR	GO:0006097	prpB,
PspF	GO:0009271	pspG,pspD,pspA,pspB,
PspF	GO:0006351	pspF,pspC,
PspF	GO:0006355	pspF,pspC,pspB,
PspF	GO:0008152	pspE,
PspF	GO:0043433	pspA,
PspF	GO:0009408	pspA,
PspF	GO:0045893	pspF,
PspF	GO:0045892	pspF,
PspF	GO:0000160	pspF,
PurR	GO:0009403	cvpA,
PurR	GO:0006974	purD,purB,purA,purN,
PurR	GO:0032259	gcvT,purN,
PurR	GO:0009058	purN,
PurR	GO:0006164	purN,purD,purB,purE,purK,purM,purC,guaB,purF,purA,purR,purH,guaA,purL,
PurR	GO:0006189	purN,purD,purH,purB,purE,purK,purM,purC,purL,purF,
PurR	GO:0009113	purD,purF,
PurR	GO:0019464	gcvH,gcvT,gcvP,
PurR	GO:0006546	gcvT,gcvP,glyA,
PurR	GO:0006810	codB,
PurR	GO:0055085	codB,
PurR	GO:0015992	codB,
PurR	GO:0019858	codB,codA,
PurR	GO:0015856	codB,
PurR	GO:0051262	purB,
PurR	GO:0006163	purB,
PurR	GO:0044208	purA,purB,
PurR	GO:0006188	purB,
PurR	GO:0009152	purB,
PurR	GO:0046084	purC,purK,
PurR	GO:0006209	codA,
PurR	GO:0055114	pyrD,guaB,gcvP,
PurR	GO:0006207	pyrC,pyrD,carA,
PurR	GO:0006221	pyrC,pyrD,carA,carB,
PurR	GO:0044205	carB,carA,pyrC,pyrD,
PurR	GO:0006222	pyrD,
PurR	GO:0009408	hflD,
PurR	GO:0016310	prs,
PurR	GO:0009165	prs,
PurR	GO:0006015	prs,
PurR	GO:0009156	prs,purL,
PurR	GO:0006526	carB,carA,
PurR	GO:0008652	carA,carB,glyA,
PurR	GO:0000050	carB,carA,
PurR	GO:0006541	carA,guaA,purL,purF,
PurR	GO:0006177	guaA,guaB,
PurR	GO:0006351	purR,glnB,
PurR	GO:0006355	purR,glnB,
PurR	GO:0050790	glnB,
PurR	GO:0006808	glnB,
PurR	GO:0042304	glnB,
PurR	GO:0006744	ubiX,
PurR	GO:0009108	ubiX,
PurR	GO:0009116	purF,
PurR	GO:0045892	purR,
PurR	GO:0015949	purA,
PurR	GO:0046040	purA,
PurR	GO:0046086	purA,
PurR	GO:0019856	carB,pyrC,
PurR	GO:0008152	purH,
PurR	GO:0006544	gcvP,glyA,
PurR	GO:0006596	speB,speA,
PurR	GO:0008295	speB,speA,
PurR	GO:0009446	speB,speA,
PurR	GO:0033388	speB,speA,
PurR	GO:0006807	carB,
PurR	GO:0035999	glyA,
PurR	GO:0006545	glyA,
PurR	GO:0006730	glyA,
PurR	GO:0006563	glyA,
PurR	GO:0006565	glyA,
PurR	GO:0019264	glyA,
PurR	GO:0006527	speA,
PutA	GO:0006810	putP,
PutA	GO:0055085	putP,
PutA	GO:0006865	putP,
PutA	GO:0006811	putP,
PutA	GO:0006814	putP,
PutA	GO:0015824	putP,
PutA	GO:0015912	putP,
PutA	GO:0035524	putP,
PutA	GO:0006351	putA,
PutA	GO:0006355	putA,
PutA	GO:0008152	putA,
PutA	GO:0055114	putA,
PutA	GO:0045892	putA,
PutA	GO:0006561	putA,
PutA	GO:0006560	putA,
PutA	GO:0010133	putA,
PuuR	GO:0055114	puuB,puuC,
PuuR	GO:0009447	puuA,puuP,puuE,puuD,puuC,puuR,puuB,
PuuR	GO:0006807	puuA,
PuuR	GO:0006542	puuA,
PuuR	GO:0006810	puuP,
PuuR	GO:0055085	puuP,
PuuR	GO:0006865	puuP,
PuuR	GO:0006974	puuP,
PuuR	GO:0015992	puuP,
PuuR	GO:0003333	puuP,
PuuR	GO:0015807	puuP,
PuuR	GO:1902475	puuP,
PuuR	GO:0015847	puuP,
PuuR	GO:0009450	puuE,
PuuR	GO:0009448	puuE,
PuuR	GO:0006351	puuR,
PuuR	GO:0006355	puuR,
PuuR	GO:0006541	puuD,
QseB	GO:0006351	flhD,qseB,flhC,
QseB	GO:0006355	flhD,qseB,flhC,
QseB	GO:0045893	flhD,flhC,qseB,
QseB	GO:0010628	qseB,
QseB	GO:0000160	qseB,qseC,
QseB	GO:0010038	qseB,
QseB	GO:0009372	qseB,
QseB	GO:0045892	flhD,flhC,
QseB	GO:0044781	flhD,flhC,
QseB	GO:0044780	flhD,
QseB	GO:1902208	flhD,flhC,
QseB	GO:0016310	qseC,
QseB	GO:0018106	qseC,
QseB	GO:0023014	qseC,
RbsR	GO:0006974	purD,add,
RbsR	GO:0006164	purD,purH,
RbsR	GO:0006189	purD,purH,
RbsR	GO:0009113	purD,
RbsR	GO:0006351	rbsR,
RbsR	GO:0006355	rbsR,
RbsR	GO:0045893	rbsR,
RbsR	GO:0006154	add,
RbsR	GO:0009117	add,
RbsR	GO:0009168	add,
RbsR	GO:0015950	add,
RbsR	GO:0032261	add,
RbsR	GO:0043103	add,
RbsR	GO:0046101	add,
RbsR	GO:0046103	add,
RbsR	GO:0005975	rbsD,rbsK,
RbsR	GO:0005996	rbsD,
RbsR	GO:0019303	rbsD,rbsK,
RbsR	GO:0008152	rbsA,purH,
RbsR	GO:0006810	rbsA,rbsC,rbsB,
RbsR	GO:0008643	rbsB,rbsA,rbsC,
RbsR	GO:0015749	rbsC,rbsB,
RbsR	GO:0006935	rbsB,
RbsR	GO:0034219	rbsA,
RbsR	GO:0042882	rbsA,
RbsR	GO:0015752	rbsA,
RbsR	GO:0016310	rbsK,
RbsR	GO:0046835	rbsK,
RbsR	GO:0006014	rbsK,
RcdA	GO:0044010	csgF,csgE,csgG,
RcdA	GO:0022610	csgF,csgG,csgE,
RcdA	GO:0006281	sulA,
RcdA	GO:0006974	sulA,
RcdA	GO:0051301	sulA,
RcdA	GO:0009432	sulA,
RcdA	GO:0000917	sulA,
RcdA	GO:0051782	sulA,
RcdA	GO:0032466	sulA,
RcdA	GO:0007165	bluF,
RcdA	GO:0043433	bluF,
RcdA	GO:0009637	bluF,
RcdA	GO:0009785	bluF,
RcdA	GO:0018298	bluF,
RcdA	GO:0050896	bluF,
RcdA	GO:0001101	asr,
RcdA	GO:0010043	asr,
RcdA	GO:0010447	asr,
RcdA	GO:0006351	csgD,
RcdA	GO:0006355	csgD,
RcdA	GO:2000144	csgD,
RcdA	GO:1900190	csgD,
RcdA	GO:0071806	csgG,csgE,
RcdA	GO:0044011	ydeI,
RcdA	GO:0070301	ydeI,
RclR	GO:1901530	rclC,rclB,rclA,
RclR	GO:0055114	rclA,
RclR	GO:0045454	rclA,
RcnR	GO:0006974	rcnB,
RcnR	GO:0010045	rcnB,rcnA,
RcnR	GO:0032025	rcnB,rcnA,
RcnR	GO:1901652	rcnB,
RcnR	GO:0006351	rcnR,
RcnR	GO:0006355	rcnR,
RcnR	GO:0045892	rcnR,
RcnR	GO:0006810	rcnA,
RcnR	GO:0006811	rcnA,
RcnR	GO:0006824	rcnA,
RcnR	GO:0035444	rcnA,
RcnR	GO:0015675	rcnA,
RcnR	GO:0035434	rcnA,
RcnR	GO:0035784	rcnA,
RcsAB	GO:0044010	csgF,csgE,yjbE,csgG,
RcsAB	GO:0022610	csgF,csgG,csgE,
RcsAB	GO:0006351	flhD,rcsA,csgD,flhC,
RcsAB	GO:0006355	flhD,rcsA,csgD,flhC,
RcsAB	GO:0045893	flhD,flhC,
RcsAB	GO:0045892	flhD,flhC,
RcsAB	GO:0044781	flhD,flhC,
RcsAB	GO:0044780	flhD,
RcsAB	GO:1902208	flhD,flhC,
RcsAB	GO:0045226	yjbE,yjbH,yjbG,wzc,yjbF,
RcsAB	GO:0007165	rcsA,
RcsAB	GO:0050896	rcsA,
RcsAB	GO:0009103	wcaA,wzc,wcaB,
RcsAB	GO:0006535	wcaB,
RcsAB	GO:0045228	wcaA,wcaB,
RcsAB	GO:0006810	wza,
RcsAB	GO:0055085	wza,
RcsAB	GO:0006811	wza,
RcsAB	GO:0008643	wza,
RcsAB	GO:0015774	wza,
RcsAB	GO:0000271	wzc,wza,wzb,
RcsAB	GO:0071806	csgG,csgE,
RcsAB	GO:2000144	csgD,
RcsAB	GO:1900190	csgD,
RcsAB	GO:0016310	wzc,
RcsAB	GO:0009242	wzc,wzb,
RcsAB	GO:0038083	wzc,
RcsAB	GO:0018108	wzc,
RcsAB	GO:0035335	wzb,
RcsB	GO:0006351	ydeO,gadX,
RcsB	GO:0006355	ydeO,gadX,
RcsB	GO:0045893	ydeO,gadX,
RcsB	GO:0008152	ftsZ,
RcsB	GO:0051301	ftsA,ftsZ,
RcsB	GO:0043093	ftsZ,
RcsB	GO:0000917	ftsZ,
RcsB	GO:0051258	ftsZ,
RcsB	GO:0008360	ftsA,
RcsB	GO:0009268	hdeB,hdeD,
RcsB	GO:0019752	gadB,gadA,
RcsB	GO:0051454	gadC,gadB,gadA,
RcsB	GO:0006536	gadB,gadA,
RcsB	GO:0006310	rarA,
RcsB	GO:0006260	rarA,
RcsB	GO:0006261	rarA,
RcsB	GO:0006810	yhiD,gadC,lolA,
RcsB	GO:0006412	sra,
RcsB	GO:0055114	osmC,ydeP,
RcsB	GO:0006979	osmC,
RcsB	GO:0033194	osmC,
RcsB	GO:0006972	osmC,
RcsB	GO:0006865	gadC,
RcsB	GO:0003333	gadC,
RcsB	GO:0015807	gadC,
RcsB	GO:1902475	gadC,
RcsB	GO:0010447	ydeP,
RcsB	GO:1902210	bdm,
RcsB	GO:0006974	gadX,
RcsB	GO:0015031	lolA,
RcsB	GO:0042953	lolA,
RcsB	GO:0044874	lolA,
RcsB	GO:0072323	lolA,
RcsB	GO:0071468	hdeA,
RcsB-BglJ	GO:0006810	bglF,
RcsB-BglJ	GO:0016310	bglF,
RcsB-BglJ	GO:0008643	bglF,
RcsB-BglJ	GO:0009401	bglF,
RcsB-BglJ	GO:0034219	bglF,
RcsB-BglJ	GO:0006351	bglG,sfsB,leuO,yidL,
RcsB-BglJ	GO:0006355	bglG,sfsB,leuO,yidL,
RcsB-BglJ	GO:0045893	bglG,yidL,sfsB,
RcsB-BglJ	GO:0008654	ynbA,
RcsB-BglJ	GO:0006629	ynbC,
RcsB-BglJ	GO:0008152	bglB,
RcsB-BglJ	GO:0005975	bglB,
RcsB-BglJ	GO:0006470	ynbD,
RcsB-BglJ	GO:0016311	ynbD,
RcsB-BglJ	GO:0035335	ynbD,
RcsB-BglJ	GO:0006655	ynbB,
RcsB-BglJ	GO:0016024	ynbB,
RcsB-BglJ	GO:0009273	ynbB,
RelB	GO:0006351	relE,relB,
RelB	GO:0006355	relE,relB,
RelB	GO:0017148	relE,
RelB	GO:0046677	relE,
RelB	GO:0090305	relE,
RelB	GO:0090502	relE,
RelB	GO:0006402	relE,
RelB	GO:0034198	relE,
RelB-RelE	GO:0006351	relE,relB,
RelB-RelE	GO:0006355	relE,relB,
RelB-RelE	GO:0017148	relE,
RelB-RelE	GO:0046677	relE,
RelB-RelE	GO:0090305	relE,
RelB-RelE	GO:0090502	relE,
RelB-RelE	GO:0006402	relE,
RelB-RelE	GO:0034198	relE,
RhaR	GO:0006351	rhaS,rhaR,
RhaR	GO:0006355	rhaS,rhaR,
RhaR	GO:0045893	rhaS,rhaR,
RhaR	GO:0019299	rhaS,rhaR,
RhaS	GO:0016310	rhaB,
RhaS	GO:0005975	rhaB,
RhaS	GO:0019301	rhaB,rhaA,rhaD,
RhaS	GO:0046835	rhaB,
RhaS	GO:0019299	rhaB,rhaS,rhaR,rhaA,rhaD,
RhaS	GO:0006351	rhaS,rhaR,
RhaS	GO:0006355	rhaS,rhaR,
RhaS	GO:0045893	rhaS,rhaR,
RhaS	GO:0006810	rhaT,
RhaS	GO:0055085	rhaT,
RhaS	GO:0008643	rhaT,
RhaS	GO:0008645	rhaT,
RhaS	GO:0015762	rhaT,
RhaS	GO:0019324	rhaA,
Rob	GO:0044010	ygiB,
Rob	GO:0006351	marA,marR,
Rob	GO:0006355	marA,marR,rob,
Rob	GO:0045893	marA,
Rob	GO:0046677	tolC,marA,acrA,acrZ,marR,marB,
Rob	GO:0045892	marA,marR,
Rob	GO:0006281	nfo,
Rob	GO:0006974	nfo,
Rob	GO:0006284	nfo,
Rob	GO:0090305	nfo,
Rob	GO:0000726	nfo,
Rob	GO:0008360	ldtB,
Rob	GO:0009252	ldtB,
Rob	GO:0071555	mltF,ldtB,
Rob	GO:0006508	ldtB,
Rob	GO:0043164	ldtB,
Rob	GO:0018104	ldtB,
Rob	GO:0006810	tolC,acrB,acrZ,acrA,
Rob	GO:0055085	acrA,tolC,
Rob	GO:0006855	acrA,acrZ,acrB,
Rob	GO:0015721	acrA,
Rob	GO:0055114	aslB,nfsB,nfsA,sodA,zwf,
Rob	GO:0006006	zwf,
Rob	GO:0005975	zwf,
Rob	GO:0006098	zwf,
Rob	GO:0009372	zwf,
Rob	GO:0008152	inaA,fumC,ygiC,acnA,
Rob	GO:0046256	nfsB,
Rob	GO:0006412	rimK,
Rob	GO:0006464	rimK,
Rob	GO:0009432	rimK,
Rob	GO:0018410	rimK,
Rob	GO:0036460	acrZ,
Rob	GO:0042930	tolC,
Rob	GO:0014070	tolC,
Rob	GO:0071236	marR,
Rob	GO:0009408	marR,sodA,
Rob	GO:0006979	sodA,acnA,fumC,
Rob	GO:0010447	sodA,
Rob	GO:0006801	sodA,
Rob	GO:0019430	sodA,
Rob	GO:0071291	sodA,
Rob	GO:0009254	mltF,
Rob	GO:0000270	mltF,
Rob	GO:0016998	mltF,
Rob	GO:0010212	ybjN,
Rob	GO:1902201	ybjN,
Rob	GO:0030308	ybjN,
Rob	GO:1900232	ybjN,
Rob	GO:1902209	ybjN,
Rob	GO:0009297	ybjN,
Rob	GO:1902208	ybjN,
Rob	GO:0006097	acnA,
Rob	GO:0006099	acnA,fumC,
Rob	GO:0009061	acnA,
Rob	GO:0042493	acrB,
Rob	GO:0046618	acrB,
Rob	GO:0051604	aslB,
Rob	GO:0051262	fumC,
Rob	GO:0006108	fumC,
Rob	GO:0006106	fumC,
RstA	GO:0006810	ompF,
RstA	GO:0006855	ompF,
RstA	GO:0006811	ompF,
RstA	GO:0034220	ompF,
RstA	GO:0043213	ompF,
RstA	GO:0044010	csgF,csgE,csgG,
RstA	GO:0022610	csgF,csgG,csgE,
RstA	GO:0042128	narJ,narG,narH,narI,
RstA	GO:0051131	narJ,
RstA	GO:0001101	asr,
RstA	GO:0010043	asr,
RstA	GO:0010447	asr,
RstA	GO:0055114	narH,narI,narG,
RstA	GO:0009061	narI,narG,narH,
RstA	GO:0042126	narG,narH,
RstA	GO:0006351	csgD,
RstA	GO:0006355	csgD,
RstA	GO:2000144	csgD,
RstA	GO:1900190	csgD,
RstA	GO:0071806	csgG,csgE,
RstA	GO:0019645	narI,
RtcR	GO:0006281	rtcB,
RtcR	GO:0006974	rtcB,
RtcR	GO:0042245	rtcB,
RtcR	GO:0006396	rtcB,rtcA,
RtcR	GO:0006266	rtcB,
RutR	GO:0055114	rutA,rutE,rutC,nemA,rutF,
RutR	GO:0019740	rutA,rutE,rutC,rutF,rutB,rutD,
RutR	GO:0006208	rutC,rutF,rutA,rutE,rutB,rutD,
RutR	GO:0006212	rutG,rutC,rutF,rutA,rutE,rutB,rutD,
RutR	GO:0006810	rutG,fepB,
RutR	GO:0006811	fepB,
RutR	GO:0006974	rutE,fepB,gadX,gadW,
RutR	GO:0055072	fepB,
RutR	GO:0042930	fepB,
RutR	GO:0006351	rutR,gadW,nemR,gadX,
RutR	GO:0006355	rutR,gadW,nemR,gadX,
RutR	GO:0045893	gadX,rutR,
RutR	GO:0045892	rutR,nemR,
RutR	GO:0006210	rutA,
RutR	GO:0008152	pdeR,rutB,
RutR	GO:0019935	pdeR,
RutR	GO:0010608	pdeR,
RutR	GO:0031280	pdeR,
RutR	GO:0006526	carB,carA,
RutR	GO:0008652	carA,carB,
RutR	GO:0000050	carB,carA,
